Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H04S1V001,H04S1V002,H04S1V003,H04S1V004,H04S1V005,H04S1V006,H04S1V007,H04S1V008,H04S1V009,H04S1V010,H04S1V011,H04S1V012,H04S1V013,H04S1V014,H04S1V015,H04S1V016,H04S1V017,H04S1V018,H04S2V001,H04S2V002,H04S2V003,H04S2V004,H04S2V005,H04S2V006,H04S2V007,H04S2V008,H04S2V009,H04S2V010,H04S2V011,H04S2V012,H04S2V013,H04S2V014,H04S2V015,H04S2V016,H04S2V017,H04S2V018,H04S2V019,H04S2V020,H04S2V021,H04S2V022,H04S3V001,H04S3V002,H04S3V003,H04S3V004,H04S3V005,H04S3V006,H04S3V007,H04S3V008,H04S3V009,H04S3V010,H04S3V011,H04S3V012,H04S3V013,H04S3V014,H04S3V015,H04S3V016,H04S3V017,H04S3V018,H04S3V019,H04S3V020,H04S3V021,H04S3V022,H04S3V023,H04S3V024,H04S3V025,H04S3V026,H04S3V027,H04S3V028,H04S3V029,H04S3V030,H04S3V031,H04S3V032,H04S3V033,H04S3V034,H04S3V035,H04S3V036,H04S3V037,H04S3V038,H04S3V039,H04S3V040,H04S3V041,H04S3V042,H04S3V043,H04S3V044,H04S3V045,H04S3V046,H04S3V047,H04S3V048,H04S3V049,H04S3V050,H04S4V001,H04S4V002,H04S4V003,H04S4V004,H04S4V005,H04S4V006,H04S4V007,H04S4V008,H04S4V009,H04S4V010,H04S4V011,H04S4V012,H04S4V013,H04S4V014,H04S4V015,H04S4V016,H04S4V017,H04S4V018,H04S4V019,H04S4V020,H04S4V021,H04S4V022,H04S4V023,H04S4V024,H04S4V025,H04S4V026,H04S4V027,H04S4V028,H04S4V029,H04S4V030,H04S4V031,H04S4V032,H04S4V033,H04S4V034,H04S4V035,H04S4V036,H04S4V037,H04S4V038,H04S4V039,H04S4V040,H04S4V041,H04S4V042,H04S4V043,H04S4V044,H04S4V045,H04S4V046,H04S4V047,H04S4V048,H04S4V049,H04S4V050,H04S4V051
400,LISGAR,Manitoba,1871 - 1987,4,1878.09.17,726,35541ccf-8242-4f22-b82c-aebeef40d396,"SCHULTZ, John Christian",accl.,,Conservative (1867-1942),"Newspaper publisher, physician",Protestant,0,4,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,2,9,9,9,2,1,1,2,9,2,9,9,9,2,1,2,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,2,2,9,2,2,2,9,9,9,2,2,9,9,1,9,2,9,9,2,9,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2
766,VAUDREUIL,Quebec,1867 - 1914,4,1878.09.17,742,36047434-78e3-45e1-bc64-50459599f6f1,"MONGENAIS, Jean Bt.",764,0.5211,Conservative (1867-1942),Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,2,1,2,2,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,9,1,2,2,9,2,2,2,2,9,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,2,2,9,9,9,9,9,2,2,1,2,9,9,9,2,9,9,1,9,9,2,2,2,2,2,2,9,9,9,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,4,1878.09.17,756,37779ef5-797f-4aba-b1ac-7a5f73023bd9,"BURPEE, Isaac",2686,0.2889,Liberal Party of Canada,Businessman,Protestant,0,3,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,9,2,2,9,1,2,2,1,9,2,2,1,2,9,1,9,2,9,9,9,9,1,1,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,2,2,1,2,1,1,1,9,9,2,1,1,1,9,2,9,9,9,9,9,1,9,9,9,1,9,9,9,1,9,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9
157,COMPTON,Quebec,1867 - 1947,4,1878.09.17-1878.10.16 and 1878.11.04,763,381528b7-e175-4b97-b9ec-c869e5b4b4c3,"POPE, Hon. John Henry",1464,0.6478,Liberal-Conservative,"Promoter, speculator",Protestant,0,4,,,,,,,,,,Resignation. Appointed Minister of Agriculture: 1878.10.16,,,1,1,2,1,2,2,2,9,2,2,9,9,9,9,1,1,2,9,1,1,1,9,1,2,2,9,1,2,1,1,2,9,9,9,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,9,9,1,9,2,2,2,9,2,2,2,2,2,2,2,9,9,9,2,1,9,2,2,2,9,1,2,2,2,2,2,2,2,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2
37,BEAUHARNOIS,Quebec,1867 - 1933,4,1879.01.09,782,3910a438-5fde-4091-939f-2fcdb64be7ff,"BERGERON, Joseph Gedeon H.",776,0.4952,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,9,2,2,9,2,2,2,9,2,2,2,2,1,2,1,9,2,2,1,2,2,2,2,1,2,2,2,1,2,9,9,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
440,MIDDLESEX EAST,Ontario,1867 - 1966,4,1878.09.17,804,3a8be342-49ea-45f0-9d82-cdeaaf26c1a1,"MACMILLAN, Duncan",2428,0.5101,Liberal-Conservative,Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,1,9,2,2,1,9,1,2,1,2,1,1,1,2,2,2,9,2,2,1,1,2,1,2,2,2,2,2,2,2,2,9,9,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,9,2,9,9,9,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,9,9,9,9,9,1,2,2,2,2,2,2,1,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
550,PICTOU,Nova Scotia,1867 - 1966,4,1878.09.17,809,3afeffcd-709e-496c-9f07-12dbe07d1ad1,"DOULL, Robert",2681,0.2618,Liberal-Conservative,Merchant,Protestant,0,2,,,,,,,,,Scotland,,,,1,1,9,9,9,9,9,2,2,1,2,1,2,2,1,9,9,9,9,9,1,2,1,9,9,1,2,2,1,2,2,9,2,1,1,2,1,2,9,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,9,9,9,9,9,1,1,2,2,2,9,2,9,9,9,9,2,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
383,LAVAL,Quebec,1867 - 1914,4,1878.09.17,811,3b439282-558f-41b7-8ca0-55b642ce12a9,"OUIMET, Joseph-Alderic",accl.,,Liberal-Conservative,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,9,1,2,9,1,1,2,2,9,2,9,9,1,2,2,2,9,2,2,1,9,9,9,9,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,1,2,1,9,1,1,2,2,9,9,2,2,1,2,9,9,9,9,2,2,2,2,9,9,9,2,1,2,2,2,2,1,1,2,2,9,1,2,1,1,2,2,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51,BONAVENTURE,Quebec,1867 - 1971,4,1878.09.17-1879.07.25,813,3b58dc20-16d2-4716-bfaf-7753140df5c8,"ROBITAILLE, Hon. T.",1014,0.5514,Conservative (1867-1942),Physician,Fr.Catholic,1,4,,,,,,,,,,"Resignation, appointed Lieutenant-Governor of Quebec: 1879.07.25",,,1,1,2,9,2,2,2,9,9,9,1,1,2,2,9,1,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
566,PRINCE COUNTY,Prince Edward Island,1873 - 1892,4,1878.09.17,833,3cc08a0d-b6a3-40fa-9b80-99402795a735,"YEO, James",1716,0.2635,Liberal Party of Canada,"Merchant, shipbuilder, shipowner",Protestant,0,3,,,,,,,,,,,,,2,2,1,9,1,1,1,9,1,2,1,9,9,9,9,9,9,9,9,9,1,2,2,9,9,9,9,2,2,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,9,1,2,1,1,1,2,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
548,PETERBOROUGH EAST,Ontario,1867 - 1924,4,1878.09.17,840,3d896484-8474-44a9-b4af-a36694fa30e6,"BURNHAM, J.",1262,0.5052,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,9,9,9,9,2,1,2,2,2,1,1,1,2,9,1,9,1,9,9,9,9,9,1,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,9,1,1,1,2,2,2,2,9,9,9,9,9,1,9,2,9,2,9,9,2,2,2,9,9,9,2,2,1,1,9,9,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9
475,NAPIERVILLE,Quebec,1867 - 1892,4,1878.09.17,846,3dfa9c80-ac2d-485b-a6f6-1d9ec1b43c52,"COUPAL, DIT LA REINE, Sixte",749,0.5483,Liberal Party of Canada,Farmer,Fr.Catholic,1,3,,,,,,,,,,,,,9,9,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,9,1,2,2,2,2,1,1,9,1,2,2,2,1,2,1,2,9,9,1,9,1,2,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,2,2,1,1,9,2,2,2,9,9,1,1,1,9,2,9,9,1,2,1,1,2,2,2,1,1,9,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
248,GRENVILLE SOUTH,Ontario,1867 - 1903,4,1878.09.17,848,3e0d46d3-c232-4482-bb26-2193f71d0274,"WISER, John Philip",1152,0.5055,Liberal Party of Canada,"Distiller, manufacturer, rancher",Protestant,0,1,,,,,,,,,United States,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,2,9,1,2,2,1,9,9,9,1,1,1,2,2,9,1,2,1,9,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,2,2,2,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
390,LEEDS SOUTH,Ontario,1867 - 1903,4,1878.09.17,858,3e798002-aa42-4f8b-9f88-8040d9a2c0c0,"JONES, D.F.",1904,0.5164,Conservative (1867-1942),Manufacturer,Protestant,0,2,,,,,,,,,,,,,1,1,2,1,2,2,2,9,2,1,1,1,2,2,1,1,2,2,9,1,1,1,1,2,1,1,1,2,1,1,2,2,2,9,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,9,2,2,2,2,2,2,2,2,2,1,9,2,1,2,9,9,2,9,1,1,9,9,2,2,9,2,2,2,2,2,2,2,1,9,2,9,9,9,2,2,2,1,9,2,9,2,1,1,9,9,9,9,2,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9
349,L'ASSOMPTION,Quebec,1867 - 1914,4,1878.09.17,866,3ed7c287-1d71-41fd-94ef-70bd79df62a6,"HURTEAU, H.",1021,0.5451,Liberal-Conservative,Notary,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,9,1,2,2,9,1,2,1,1,1,1,2,1,2,2,9,1,1,2,2,2,2,2,9,1,2,1,9,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,1,1,2,2,1,9,2,2,2,2,9,2,9,9,9,2,2,1,1,9,1,2,2,2,9,2,2,1,1,2,2,2,2,2,9,2,2,2,2,9,9,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
335,KING'S,New Brunswick,1867 - 1903,4,1878.09.17,868,3ef5184c-f4a0-43fc-8f0c-803b89c5e5ce,"DOMVILLE, James",1786,0.5516,Conservative (1867-1942),"Merchant, shipbuilder",Protestant,0,3,,,,,,,,,"Belize, British Honduras",,,,1,1,2,1,2,2,2,9,2,2,1,1,2,2,2,1,2,2,1,1,9,2,9,2,9,1,1,9,9,9,9,2,2,1,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,2,9,2,9,1,9,2,2,2,2,9,2,2,9,2,9,9,9,9,9,9,1,9,9,2,2,2,2,1,9,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
407,LOTBINIERE,Quebec,1867 - 2000,4,1878.09.17,891,40dfba85-d6b8-4d7d-bedc-56534752c586,"RINFRET, Come-Isaie",1083,0.527,Liberal Party of Canada,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,1,9,1,1,1,2,1,2,1,1,1,2,2,2,1,9,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,9,1,2,1,1,2,2,2,1,1,1,2,1,9,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
339,KINGS,Nova Scotia,1867 - 1924,4,1878.09.17,894,40fc41ed-f3f0-41b5-bb07-da9a6af9d52f,"BORDEN, F.W.",1639,0.544,Liberal Party of Canada,Physician,Protestant,0,2,,,,,,,,,,,,,9,9,1,2,1,1,1,1,1,1,1,1,1,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,9,1,1,2,9,1,1,1,1,1,9,1,1,1,9,9,9,9,1,9,9,9,9,1,1,1,2,2,1,1,1,1,9,9,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,LANARK NORTH,Ontario,1867 - 1914,4,1880.01.22,899,4152f4da-030f-4d2c-b63d-0b1e75388e66,"MCDONELL, Donald Greenfield",1107,0.5232,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,9,2,2,1,9,2,1,2,2,2,1,1,1,2,9,1,2,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,1,9,1,2,2,1,1,9,1,9,2,9,1,9,1,1,1,2,1,9,9,9,9,1,1,9,2,2,9,1,1,2,2,9,9,9,9,9,1,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9
252,GREY NORTH,Ontario,1867 - 1966,4,1878.09.17,902,419adcd8-ca16-4b4e-bfd3-bdc606064496,"LANE, Samuel J.",1607,0.5355,Conservative (1867-1942),Barrister,Protestant,0,1,,,,,,,,,England,,,,1,1,2,9,2,2,2,2,2,1,2,2,2,1,1,1,2,2,9,1,1,2,1,9,2,1,1,9,9,2,2,2,2,1,9,2,1,9,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,1,9,1,1,2,2,9,2,2,9,2,2,9,9,1,1,2,1,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,9,9,9,9,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,4,1878.09.17,919,42d90064-bf76-4247-932c-336ac6312acd,"BOURBEAU, Desire Olivier",2143,0.5196,Conservative (1867-1942),Merchant,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,1,1,2,1,2,1,9,1,1,2,2,1,1,2,9,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,2,2,2,1,1,9,2,2,1,2,9,9,2,2,2,9,9,2,1,9,1,2,1,2,9,2,2,2,1,9,2,2,1,2,9,9,2,2,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
462,MONTREAL EAST,Quebec,1867 - 1892,4,1878.09.17,926,436cc7cc-96bf-4cb5-91fa-62fe5b710d9e,"COURSOL, Hon. Charles Joseph",4626,0.5885,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,9,9,9,9,1,2,9,9,1,2,2,2,2,2,2,1,9,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,9,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
107,CAPE BRETON,Nova Scotia,1867 - 1903,4,1879.10.23,930,43a56d30-69b2-4ef2-8541-600a8393e1ca,"MCLEOD, William McKenzie",1094,0.3965,Liberal-Conservative,Physician,Protestant,0,1,,,,,,,,,,Elected at a by-election following the death of his brother,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,9,1,1,2,9,1,2,2,1,1,2,2,2,9,9,2,9,9,2,9,2,2,2,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,1,2,1,9,9,9,9,9,9,9,1,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,2,9,9,2,2,1,2,1,2,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2
519,OTTAWA (COUNTY OF),Quebec,,4,1878.09.17,935,43efe715-5820-420c-aa28-3a892736d9f5,"WRIGHT, Alonzo",3025,0.6859,Liberal-Conservative,Farmer,Catholic,0,4,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,9,1,2,1,9,9,1,1,2,2,2,2,2,2,1,9,2,1,9,2,9,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,1,9,9,1,1,2,2,1,2,1,2,2,9,9,2,9,1,9,1,9,2,9,9,2,2,2,2,1,9,2,2,9,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2
107,CAPE BRETON,Nova Scotia,1867 - 1903,4,1878.09.17,936,44013450-2c4b-4911-8c72-8531c19f2bc4,"MCDONALD, William M.",2051,0.3444,Conservative (1867-1942),"Merchant, postmaster",Catholic,0,3,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,9,9,1,1,1,9,1,2,2,1,9,9,9,9,2,2,2,1,1,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,9,9,1,2,1,2,9,1,2,1,1,1,1,2,2,2,2,2,2,9,2,9,2,2,9,1,1,2,1,2,2,2,2,2,1,2,2,2,9,2,9,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
189,DURHAM WEST,Ontario,1867 - 1903,4,1879.11.17,943,44706e27-27f3-4d7d-b8cd-491fd91cdb5a,"BLAKE, Edward Dominick",accl.,,Liberal Party of Canada,Lawyer,Protestant,0,4,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,2,1,2,2,9,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,9,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,VICTORIA,British Columbia,1872 - 1903,4,1878.09.17,960,45249e3b-088a-45e1-8779-567cfd1d1f4f,"DE COSMOS, A.",538,0.2811,Liberal Party of Canada,"Newspaper editor, newspaper owner",Protestant,0,4,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,9,9,2,1,1,1,2,2,1,9,1,9,1,2,9,1,9,2,2,9,2,9,2,1,9,2,1,2,9,2,2,9,9,9,9,2,9,9,2,9,2,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,1,2,9,1,2,9,2,9,2,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9
263,HALIFAX,Nova Scotia,1867 - ,4,1878.09.17,969,45debf6e-55dc-4629-8682-3d66a408ae7f,"RICHEY, M.H.",3532,0.2813,Liberal-Conservative,Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,9,9,2,1,1,1,2,9,1,9,1,2,1,2,2,1,2,9,9,9,2,2,2,1,1,2,9,2,2,9,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,9,2,9,1,1,1,9,2,2,9,2,2,2,2,2,2,1,9,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2
690,SOULANGES,Quebec,1867 - 1914,4,1878.09.17,974,467676d5-2239-4cb6-b607-0b464b87a508,"LANTHIER, Jacques-Philippe",852,0.7239,Conservative (1867-1942),Store owner,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,9,9,9,1,9,9,9,9,9,9,9,2,9,2,9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,1,1,2,1,1,9,2,2,2,2,2,2,2,9,9,2,2,1,1,9,9,2,1,9,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
316,JOLIETTE,Quebec,1867 - 1933,4,1878.09.17-1878.10.25 and 1878.11.14-1880.10.28,995,48141e6c-8fe0-473c-97dd-1102256bc345,"BABY, Louis Francois George",1264,0.5828,Conservative (1867-1942),Lawyer,Fr.Catholic,1,3,,1,,,,,,,,Resignation. Appointed Minister of Inland Revenue: 1878.10.25 & Resignation. Appointed Puisne Judge of the Quebec Superior Court: 1880.10.28,,,1,1,2,1,2,2,2,2,2,9,2,9,2,9,1,1,2,1,1,9,1,2,1,2,9,1,1,2,2,2,2,2,2,1,1,2,1,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
491,NORFOLK SOUTH,Ontario,1867 - 1903,4,1878.09.17,1001,48ed4c38-c032-4835-b936-8d7a77fe83c1,"WALLACE, William",1327,0.5032,Conservative (1867-1942),"Editor, journalist",Protestant,0,3,,,,,,,,,Scotland,,,,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,9,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,9,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
